Id,Postid,Score,UserId
"250789","141303","0","19367"
"250791","141390","2","35236"
"250797","141402","0","86003"
"250798","141404","0","99316"
"250801","141400","8","52112"
"250809","141402","0","39518"
"250810","141406","0","99316"
"250813","141406","0","67769"
"250815","141400","0","98534"
"250816","141406","0","99316"
"250818","141414","0","19895"
"250819","4711","0",""
"250821","141400","1","39518"
"250822","141401","1","14354"
"250826","141400","0","42225"
"250827","141308","0","70315"
"250828","141400","0","97181"
"250829","141406","0","67769"
"250830","141401","3","40264"
"250832","141400","0","52112"
"250833","141402","0","41345"
"250836","141308","0","70315"
"250839","141165","0","101092"
"250841","141300","0","101187"
"250846","141394","0","41345"
"250847","141400","0","42225"
"250848","119260","0","48233"
"250849","141410","0","2698"
"250852","141412","0","73655"
"250858","141382","0","77195"
"250859","130922","1","75627"
"250861","141427","0","99316"
"250862","141421","2","2698"
"250865","141423","0","92414"
"250866","141423","0","21890"
"250867","141428","5","89573"
"250868","141427","0","28905"
"250869","141428","0","93428"
"250870","141428","0","93428"
"250871","141428","0","93428"
"250873","141419","16","29227"
"250874","132424","0","35067"
"250875","141390","0","97286"
"250876","129970","0","2698"
"250878","141399","0","1430"
"250881","96478","0","2698"
"250882","141436","1","42500"
"250883","141435","1","25003"
"250885","136036","0","2698"
"250886","31381","0","75627"
"250887","126269","0","44707"
"250888","141390","0","97286"
"250889","31318","0","2698"
"250891","96478","0","75627"
"250892","125347","0","87127"
"250893","118793","0","75627"
"250894","125347","0","78203"
"250895","135907","0","6588"
"250897","141394","0","953"
"250898","141433","0","43702"
"250899","141390","0","9134"
"250900","141419","2","101350"
"250902","141443","0","97286"
"250903","141443","0","97286"
"250907","141191","0","7697"
"250910","141443","0","35236"
"250914","141369","1","99092"
"250916","141446","0","33287"
"250918","141446","0","29842"
"250919","141428","2","12015"
"250920","132737","0","97181"
"250921","141453","0","93538"
"250922","141453","0","54060"
"250923","141455","0","67769"
"250924","141455","0","70315"
"250925","141452","0","19895"
"250926","141433","0","25003"
"250927","141457","0","70315"
"250928","141455","0","67769"
"250929","141433","0","43702"
"250930","141433","0","25003"
"250931","141461","0","83633"
"250932","141461","0","42500"
"250934","141457","0","18381"
"250935","141461","0","83633"
"250936","141433","0","43702"
"250938","141461","0","42500"
"250939","141391","1","93538"
"250940","141461","0","42500"
"250942","141461","3","39518"
"250943","141461","0","42500"
"250944","141420","0","93538"
"250946","141464","0","35996"
"250947","141446","0","33287"
"250951","141382","0","87808"
"250953","139516","0","78696"
"250955","141443","0","97286"
"250957","141466","0","101354"
"250959","141461","0","83633"
"250960","141461","0","42500"
"250961","141428","0","93428"
"250962","141453","0","85944"
"250963","141419","2","101384"
"250964","141461","0","42500"
"250965","141461","0","77651"
"250970","111922","0","77651"
"250973","141493","0","75627"
"250974","141400","1","101389"
"250975","141400","0","101389"
"250976","141476","0","31006"
"250977","141400","3","39518"
"250978","141400","0","101389"
"250979","141165","0","23826"
"250980","141476","0","42500"
"250981","141491","0","7697"
"250982","141491","0","98134"
"250983","141491","0","98134"
"250984","58225","0","101394"
"250987","141491","1","7697"
"250988","141493","0","84302"
"250989","58225","0","101394"
"250990","141499","0","67769"
"250991","141493","0","84302"
"250992","141489","0","70732"
"250993","141489","0","84302"
"250994","141481","0","76777"
"250997","141499","0","101392"
"250998","141502","0","99763"
"250999","141502","0","101398"
"251000","31318","0","16823"
"251001","141461","0","46420"
"251002","141502","0","99763"
"251003","141467","1","78696"
"251004","141461","0","42500"
"251005","31318","0","2698"
"251006","141467","5","39518"
"251007","141504","1","43702"
"251008","141471","0","101404"
"251010","141400","1","4227"
"251011","19184","0","90003"
"251012","141400","0","101389"
"251013","141506","1","42500"
"251015","141416","0","4227"
"251016","141421","1","4227"
"251017","141461","0","39518"
"251019","141471","0","50979"
"251020","141489","0","70732"
"251021","141512","5","63208"
"251022","141453","0","54060"
"251023","105205","0","51902"
"251024","141453","0","63208"
"251025","141506","0","63208"
"251026","141453","0","54060"
"251027","141518","0","101413"
"251029","141398","0","93538"
"251030","141506","0","5473"
"251032","141507","0","86809"
"251033","141419","1","52409"
"251034","141522","1","77195"
"251035","141524","0","101422"
"251036","141523","0","21890"
"251038","141348","0","48612"
"251039","141523","0","49583"
"251040","141508","1","21890"
"251041","141476","0","85944"
"251042","141508","0","20075"
"251043","141524","0","67769"
"251044","141523","0","101422"
"251045","141523","0","101422"
"251046","141416","2","42225"
"251047","141523","0","21890"
"251048","141419","0","52112"
"251049","141522","0","10408"
"251050","141399","3","86883"
"251051","141399","27","86883"
"251052","141400","0","86883"
"251053","141528","0","2698"
"251054","141528","0","101426"
"251055","141419","0","86883"
"251057","141401","1","86883"
"251058","141428","0","86883"
"251059","141410","0","86883"
"251061","141522","1","40264"
"251062","141419","0","40264"
"251064","141401","0","40985"
"251065","141529","0","99316"
"251066","22735","0","90003"
"251067","50393","0","90003"
"251071","141191","0","48612"
"251072","4914","1","2698"
"251074","141514","0","92414"
"251075","141518","0","101413"
"251076","141525","0","70673"
"251077","141355","0","41345"
"251078","141537","0","75627"
"251079","141523","0","33287"
"251080","141419","3","52112"
"251081","141522","0","12670"
"251082","141526","0","12670"
"251084","92114","0","75627"
"251088","141538","31","40264"
"251089","141528","0","9134"
"251091","141538","1","18381"
"251094","141523","0","40264"
"251095","141416","0","42225"
"251097","141538","2","6588"
"251098","141355","0","44334"
"251100","141537","0","68264"
"251103","141543","0","6588"
"251105","141543","0","101441"
"251107","141543","0","6588"
"251108","141416","0","86883"
"251109","141543","0","6588"
"251110","116936","5","1430"
"251111","141546","3","84121"
"251112","141546","13","10408"
"251119","141416","2","42225"
"251121","141526","0","67769"
"251122","141399","0","42225"
"251124","141526","0","12670"
"251125","141540","0","39518"
"251126","141538","3","75627"
"251128","141543","0","75627"
"251132","141514","1","101414"
"251133","141165","0","101092"
"251135","141428","0","93428"
"251137","141504","0","96198"
"251138","141355","0","80053"
"251140","141529","0","100518"
"251141","141165","0","23826"
"251142","137436","0","65874"
"251143","128297","0","98134"
"251144","141554","0","67769"
"251145","141554","0","101458"
"251146","137402","0","98134"
"251147","141554","0","67769"
"251148","141554","0","101458"
"251149","141554","0","101458"
"251150","141554","0","67769"
"251151","141545","0","39518"
"251152","141538","0","101460"
"251153","109312","0","14475"
"251154","141556","0","12670"
"251156","141556","1","21890"
"251158","141556","1","34249"
"251160","141560","0","91578"
"251161","141554","0","7191"
"251162","141560","0","75627"
"251163","141560","1","21890"
"251164","141348","0","92551"
"251165","141556","1","7191"
"251166","141560","1","7191"
"251167","141554","0","39518"
"251168","141525","0","97585"
"251169","141416","1","4227"
"251170","141538","0","78696"
"251171","141524","0","39518"
"251172","141507","0","55381"
"251173","141303","0","19367"
"251174","141334","0","101224"
"251176","140508","0","29746"
"251177","140508","0","29746"
"251178","140508","0","29746"
"251179","141355","0","44334"
"251181","141528","0","101426"
"251182","141538","1","69471"
"251183","141355","0","60751"
