Id,Postid,Score,UserId
"253504","142543","0","93596"
"253506","142477","0","102336"
"253507","141781","0","68959"
"253510","142529","0","98983"
"253511","142543","0","100020"
"253512","142533","0","86003"
"253513","142126","0","93428"
"253514","132648","0","65874"
"253516","142547","0","77195"
"253518","142550","1","65874"
"253520","142547","0","93428"
"253521","142547","0","93428"
"253522","142557","0","7191"
"253523","142557","0","65874"
"253530","142547","0","77195"
"253531","142557","0","7191"
"253533","142557","1","91510"
"253534","142557","0","7191"
"253535","74552","0","94573"
"253536","142560","0","77195"
"253537","142560","0","102112"
"253538","142561","0","75627"
"253539","142560","0","77195"
"253540","142560","0","102112"
"253541","142560","0","77195"
"253542","142560","0","102112"
"253543","142560","0","77195"
"253544","142561","0","102247"
"253545","142459","0","86003"
"253546","142459","0","95747"
"253548","142531","0","100931"
"253551","142547","0","93428"
"253553","142535","0","102356"
"253555","141949","0","39920"
"253557","142569","0","17744"
"253558","142573","1","93538"
"253560","142564","2","35344"
"253561","142573","1","59152"
"253563","131966","0","39518"
"253564","93823","0","39518"
"253565","142578","0","39518"
"253568","142569","0","17744"
"253569","142580","0","39518"
"253570","142564","0","79125"
"253571","142580","0","100996"
"253572","142564","1","35344"
"253573","142580","0","39518"
"253574","117609","0","1929"
"253575","142564","0","79125"
"253576","117609","0","1929"
"253577","142588","0","100996"
"253579","142588","1","100419"
"253580","142590","0","39518"
"253581","142573","0","86003"
"253583","142590","0","90963"
"253584","142590","0","39518"
"253585","142590","0","90963"
"253586","142590","0","39518"
"253587","141686","1","33207"
"253588","142590","0","90963"
"253589","142590","0","90963"
"253590","142600","0","39518"
"253591","142570","0","100931"
"253592","142600","0","90963"
"253593","142569","0","69245"
"253594","142599","0","39518"
"253595","142570","0","100931"
"253597","142603","0","102093"
"253599","142569","0","17744"
"253604","142607","0","43702"
"253605","142608","0","39518"
"253606","142608","0","43702"
"253607","142570","0","75627"
"253614","141975","0","29842"
"253615","142578","0","40264"
"253616","141975","0","10408"
"253617","142599","0","97435"
"253618","142573","0","59152"
"253619","142599","0","39518"
"253620","142613","0","39518"
"253622","142599","0","97435"
"253623","142613","0","100931"
"253624","142608","0","65776"
"253626","142615","0","67769"
"253628","142615","0","102395"
"253630","142615","0","67769"
"253631","142615","0","102395"
"253634","142618","1","93428"
"253635","142579","0","102366"
"253638","142579","0","39518"
"253640","142549","0","95868"
"253650","142627","0","70223"
"253651","142627","0","70223"
"253652","142627","0","70223"
"253653","142627","0","21890"
"253654","142632","0","77195"
"253655","142627","0","21890"
"253656","142632","0","91282"
"253657","142584","0","92752"
"253658","142627","0","21890"
"253660","142579","0","102366"
"253666","142624","1","69866"
"253669","142643","0","86003"
"253670","142643","0","75627"
"253671","142643","0","86003"
"253672","142636","0","86003"
"253673","133470","0","94573"
"253674","142648","0","67769"
"253675","142636","0","35011"
"253677","142636","0","86003"
"253678","125862","0","94573"
"253679","142639","2","3644"
"253680","142643","0","100996"
"253681","142643","0","86003"
"253682","142643","0","100996"
"253683","142643","0","86003"
"253684","142650","0","100996"
"253685","142650","0","86003"
"253686","142653","0","86003"
"253687","142653","0","91510"
"253688","142653","0","86003"
"253689","142653","0","86003"
"253690","142653","0","91510"
"253691","142654","1","67769"
"253692","142654","0","2472"
"253693","142635","1","50555"
"253694","142652","0","90314"
"253695","26506","0","17212"
"253697","133470","0","26037"
"253698","142569","0","69245"
"253699","142629","0","50761"
"253700","142659","0","39518"
"253701","142647","0","7457"
"253702","142619","0","7457"
"253703","142647","1","7457"
"253704","142543","0","93596"
"253705","82839","0","62793"
"253706","142650","0","100996"
"253707","142650","0","86003"
"253708","142650","0","100996"
"253709","142650","0","100996"
"253710","142650","0","86003"
"253711","142650","0","100996"
"253712","142619","0","81948"
"253713","142647","1","81948"
"253714","142445","0","86773"
"253715","142667","4","21890"
"253718","142652","1","1839"
"253720","142619","0","67769"
"253721","142619","0","67769"
"253723","142671","0","100996"
"253724","142652","0","77452"
"253725","142664","0","77452"
"253728","142673","1","39518"
"253732","142673","0","1839"
"253735","142673","0","1839"
"253736","142673","0","39518"
"253741","142675","0","1839"
"253742","142675","0","1839"
"253743","142679","0","1839"
"253744","140432","0","32566"
"253745","142635","0","40264"
"253747","142619","0","81948"
"253751","142660","0","102416"
"253752","142660","0","102416"
"253753","142660","0","77195"
"253755","142636","0","35011"
"253756","142636","0","35011"
"253757","110311","0","102443"
"253758","142689","0","91510"
"253759","142689","0","7191"
"253761","142667","0","102164"
"253763","142668","0","102164"
"253765","142689","0","75627"
"253766","142689","1","7191"
"253767","142689","0","91510"
"253769","142687","0","97972"
"253770","142671","0","78255"
"253771","142691","0","97972"
"253772","142691","0","93421"
"253773","142691","0","93421"
"253776","142691","0","97972"
"253777","142691","0","93421"
"253778","142695","0","101592"
"253779","142636","0","86003"
"253780","142691","0","97972"
"253785","142636","0","86003"
"253786","142699","0","75627"
"253787","109793","0","73530"
"253788","142699","1","67769"
"253789","109793","0","73530"
"253790","109793","0","73530"
"253791","142699","2","7191"
"253796","142699","0","43702"
"253797","142636","0","35011"
"253798","142683","0","102413"
"253800","142703","0","39518"
"253803","142703","0","102465"
"253804","142445","0","86773"
"253806","142699","0","67769"
"253807","142678","0","77195"
"253808","142699","0","82106"
"253809","142714","0","21890"
"253810","142678","0","102436"
"253813","142710","0","43702"
"253814","141292","0","2698"
"253816","142678","0","77195"
"253817","141292","0","2698"
"253821","142670","0","100931"
"253822","142653","0","41345"
"253823","142717","0","102479"
"253824","142723","0","67769"
"253825","142723","0","100760"
"253826","142723","0","67769"
"253827","142714","0","102479"
"253828","142723","0","100760"
"253829","142723","2","337"
"253830","142723","0","67769"
"253831","142714","0","21890"
"253832","139128","0","77195"
"253833","142723","0","100760"
"253834","142725","0","87928"
"253836","142723","0","75627"
"253837","139128","0","77195"
"253838","142723","0","67769"
"253839","142725","0","98115"
"253840","142636","0","35011"
"253841","142725","0","40264"
"253842","142722","0","82106"
"253848","142710","0","102474"
"253849","29236","0","15673"
"253850","142727","0","7191"
"253851","142725","0","98115"
"253852","142726","0","6588"
"253853","142734","0","43702"
"253854","142734","2","7191"
"253856","142739","0","75627"
"253857","142738","0","76543"
"253860","133470","0","94573"
"253862","32627","0","6588"
"253863","142739","0","102500"
"253867","40242","1","63208"
"253868","142746","1","102508"
"253869","142739","0","63208"
"253870","142739","1","63208"
"253871","142746","1","102508"
"253872","142735","0","102498"
"253873","142746","0","102506"
"253874","142735","0","77195"
"253877","142739","0","75627"
"253878","142751","0","15803"
"253879","140023","0","23186"
"253881","142723","0","100760"
"253882","21024","0","23186"
"253884","142752","0","67769"
"253885","142760","0","93596"
"253887","142760","0","2080"
"253888","142758","0","63208"
"253889","142750","0","97972"
"253890","142755","0","100996"
"253893","142766","0","39518"
"253896","142766","0","100020"
"253897","142725","0","49088"
"253898","142766","0","39518"
"253901","142758","0","39518"
"253902","142775","0","39518"
"253903","142775","0","102536"
"253904","142770","0","43702"
"253905","142775","0","39518"
"253906","142775","0","102536"
"253907","142770","1","102538"
"253908","142770","0","39518"
"253909","142770","0","43702"
"253910","142670","0","78255"
"253912","142751","0","88110"
"253913","142756","0","21890"
"253918","142765","0","101968"
"253920","142771","0","94373"
"253921","140510","0","86199"
"253922","142750","0","9134"
"253923","142776","0","75627"
"253924","131491","0","7973"
"253925","119145","0","40264"
"253926","142778","0","102537"
"253927","142775","0","6588"
"253929","142760","1","65874"
"253930","142751","0","67769"
"253931","142751","0","88110"
"253932","142698","0","75627"
"253933","142785","0","4039"
"253934","142784","1","77195"
"253935","142785","1","12670"
"253936","133470","0","26037"
"253937","142751","1","67769"
"253938","142785","0","7191"
"253939","133470","0","26037"
"253940","142786","1","77195"
"253941","142692","0","7191"
"253942","142786","0","67769"
"253943","142785","1","6588"
"253944","142785","0","102500"
"253945","142775","0","102536"
"253947","25857","0","16498"
"253948","142751","0","88110"
"253949","142787","0","100996"
"253950","142781","0","102536"
"253952","142785","2","77195"
"253953","142791","1","75627"
"253954","142797","2","75627"
"253955","142797","0","102553"
"253956","142796","0","75627"
"253957","142797","1","75627"
"253958","142797","2","6588"
"253959","142796","0","102515"
"253961","142796","0","75627"
"253964","142797","0","102553"
"253965","142791","0","63208"
"253966","142795","0","63208"
"253968","140510","0","92375"
"253969","117609","0","7697"
"253971","51565","0","60434"
"253974","142795","0","77195"
"253975","142778","0","35236"
"253976","142778","0","35236"
"253977","142698","0","86003"
"253980","142799","1","43702"
"253981","142799","0","82058"
"253982","142799","0","82058"
"253985","48210","0","43010"
"253987","142795","0","63208"
"253988","142795","0","63208"
"253991","142791","0","39518"
"253992","142812","1","67769"
"253993","142815","0","39518"
"253994","142816","0","93596"
"253995","142812","3","1839"
"253996","142577","0","102112"
"253997","142760","0","2080"
"253998","142577","0","77195"
"253999","70607","0","101968"
"254000","142815","0","80990"
"254001","142818","0","101968"
"254002","142799","0","43702"
"254003","142818","1","12670"
"254004","142818","0","101968"
"254005","142817","1","92160"
"254006","69905","0","99106"
"254007","142818","1","12670"
"254008","142818","0","101968"
"254009","142818","1","12670"
"254010","142826","0","68112"
"254011","142827","0","40264"
"254012","142817","1","102322"
"254013","11507","2","6588"
"254014","142790","0","102322"
"254015","142817","0","101968"
"254016","142817","0","101968"
"254017","142818","0","101968"
"254019","142812","0","9134"
"254020","142818","0","12670"
"254021","142817","0","102322"
"254022","142765","0","102322"
"254023","142797","0","102553"
"254025","142830","0","92041"
"254026","142832","0","67769"
"254027","142818","0","101968"
"254029","142765","0","101968"
"254030","142834","0","81175"
"254032","142830","0","77195"
"254034","142832","0","102584"
"254035","142830","0","92041"
"254037","55892","1","40264"
"254038","142839","0","75627"
"254039","142839","0",""
"254040","142839","0","75627"
"254041","44452","0","94573"
"254042","142830","0","77195"
"254044","32445","0","21890"
"254047","142577","0","102112"
"254048","142577","0","77195"
"254049","142577","0","102112"
"254050","142830","0","92041"
"254051","142830","1","77195"
"254052","142830","0","92041"
"254053","142830","0","92041"
"254054","108808","1","7284"
"254055","108833","1","7284"
"254056","142842","3","75627"
"254057","142839","0",""
"254059","51565","0","9894"
"254061","142843","0","87620"
"254062","142842","0","102322"
"254063","142797","0","102553"
"254064","142816","0","100931"
"254066","142831","0","102551"
"254067","108808","0","3644"
"254068","142848","1","102551"
"254069","142848","1","93596"
"254070","142752","0","14915"
"254071","142850","0","102448"
"254072","142850","0","102448"
"254073","142816","0","100931"
"254075","142835","0","39377"
"254077","108808","0","7284"
"254078","142857","2","30666"
"254079","142857","0","44586"
"254080","142857","0","44586"
"254081","142862","1","67769"
"254082","142853","0","67769"
"254083","142853","0","68464"
"254084","142864","0","93428"
"254085","142869","0","21890"
"254086","142869","0","76543"
"254087","142869","0","21890"
"254088","142869","1","21890"
"254089","142862","0","102612"
"254090","142869","0","76543"
"254091","142869","0","21890"
"254092","142862","0","67769"
"254093","142869","0","76543"
"254094","142846","0","67769"
"254095","142871","0","97074"
"254096","142872","1","76543"
"254097","142872","1","21890"
"254098","142872","0","76543"
"254099","142862","1","75627"
"254100","70607","0","40799"
"254101","142873","0","98115"
"254102","142873","0","102474"
"254103","142873","0","102474"
"254104","142872","0","21890"
"254105","142872","0","76543"
"254106","142873","0","98115"
"254107","142873","0","102474"
"254108","132511","0","6588"
"254109","13934","0","11204"
"254110","142835","0","101968"
"254111","142864","0","12670"
"254112","142865","0","12670"
"254113","132511","1","75627"
"254114","132511","0","75627"
"254115","142864","0","93428"
"254116","142880","0","67769"
"254117","142857","9","50540"
"254118","142880","0","102614"
"254119","18857","0","102619"
"254120","112569","0","6588"
"254121","132511","2","99271"
"254122","142857","1","32893"
"254123","142864","0","12670"
"254124","142857","0","44586"
"254125","142440","0","102112"
"254126","142885","0","1430"
"254127","142440","0","77195"
"254128","142440","0","102112"
"254129","142440","0","77195"
"254131","142440","0","102112"
"254132","57313","0","33287"
"254133","142440","0","77195"
"254134","142440","0","102112"
"254135","142440","0","77195"
"254136","142440","0","102112"
"254137","142893","0","43702"
"254138","142858","0","102605"
"254139","142893","1","75627"
"254142","142752","0","102507"
"254143","142659","0","82412"
"254144","142890","0","86003"
"254145","142890","0","44263"
"254146","142828","0","39518"
"254147","142828","0","77195"
"254148","142846","0","102597"
"254149","142892","1","63208"
"254150","142898","0","63208"
"254151","142876","0","102612"
"254152","142898","1","43702"
"254153","142876","0","75627"
"254154","5938","0","63208"
"254155","142876","0","102612"
"254156","142876","0","102612"
"254158","142876","0","102612"
"254159","142876","0","102612"
"254160","142876","0","102612"
"254161","142876","0","102612"
"254162","142747","0","102503"
"254165","142905","0","67769"
"254166","142905","0","86199"
"254167","142907","0","86199"
"254168","142700","0","101257"
"254169","142907","0","67769"
"254170","142857","5","64554"
"254171","142907","0","86199"
"254172","142907","0","67769"
"254173","142907","0","86199"
"254174","142907","0","67769"
"254175","142907","0","67769"
"254177","142910","0","100967"
"254178","142910","0","68844"
"254180","142798","0","77195"
"254181","135752","1","77565"
"254182","142864","1","93428"
"254183","142876","0","75627"
"254184","32298","0","99139"
"254185","142916","1","77195"
"254187","142799","0","82058"
"254188","142799","0","82058"
"254189","142916","0","40264"
"254190","142916","0","102289"
"254191","142916","0","67769"
"254192","142870","0","5678"
"254193","142864","2","92160"
"254194","142874","0","102652"
"254195","142864","0","12670"
"254196","142901","0","102597"
"254197","142918","0","77195"
"254198","142918","0","84083"
"254199","142920","1","12670"
"254201","142919","2","50555"
"254202","142916","0","102289"
"254203","142857","0","44586"
"254205","142919","0","102653"
"254206","142923","0","91282"
"254207","142927","1","77195"
"254208","142923","0","43702"
"254209","142923","0","91282"
"254210","142923","0","91282"
"254212","142923","0","43702"
"254213","142919","0","50555"
"254214","63040","0","62793"
"254215","63037","0","62793"
"254216","142835","0","101968"
"254217","142857","0","4227"
"254218","142896","0","62210"
"254220","142876","0","102612"
"254221","142862","0","102612"
"254222","142876","0","102612"
"254223","142862","0","67769"
"254224","142941","0","68112"
"254225","142940","0","39377"
"254226","142944","1","67769"
"254227","142941","0","62441"
"254228","142941","0","68112"
"254229","142941","0","62441"
"254230","142941","0","67769"
"254231","142941","0","62441"
"254232","142941","0","67769"
"254236","142949","0","77195"
"254237","142944","0","102665"
"254238","142949","0","100996"
"254239","142953","0","100996"
"254240","142858","0","21890"
"254242","142899","0","44263"
"254243","142440","0","102112"
"254244","142876","0","75627"
"254246","142957","0","75627"
"203458","116087","1","2472"
"203459","116040","0","26630"
"203462","116040","0","69400"
"203463","116040","0","26630"
"203466","116099","3","49789"
"203467","116099","0","41345"
"203468","116099","1","40264"
"203469","116099","0","40264"
"203470","116099","0","10728"
"203474","116020","0","78355"
"203475","116034","0","78355"
"203477","116085","0",""
"203478","116085","0","1430"
"203481","116105","0","39518"
"203483","116042","1","39518"
"203484","116105","0","54692"
"203485","116105","0","54692"
"203486","116085","0",""
"203491","116112","0","40264"
"203492","116112","0","72423"
"203493","116112","1","40264"
"203494","116113","0","78658"
"203495","116112","0","39518"
"203498","28562","0","69063"
"203500","116045","0","78505"
"203503","116005","0","41002"
"203509","116125","4","43702"
"203510","116125","0","13620"
"203511","116127","0","67769"
"203512","116051","0","78248"
"203514","116127","0","78355"
"203515","116127","0","67769"
"203516","116127","0","26037"
"203517","116005","0","25429"
"203518","116128","0","51087"
"203519","116087","0","78077"
"203524","116127","0","78355"
"203526","116070","0","78402"
"203528","116132","0","39518"
"203529","116132","3","43702"
"203530","116132","0","76228"
"203533","116132","0","76228"
"203534","114962","0","77318"
"203539","116125","1","39518"
"203540","115958","0","78522"
"203543","115958","0","23432"
"203549","115958","0","78522"
"203550","115958","0","23432"
"203551","115958","0","23432"
"203553","115958","0","78522"
"203554","115958","0","78522"
"203555","116133","0","43702"
"203556","115958","0","23432"
"203557","116137","0","75627"
"203558","116087","0","66382"
"203560","116132","0","1430"
"203563","116146","0","34519"
"203566","116020","0","78547"
"203567","116147","0","40264"
"203568","116147","0","10728"
"203572","116132","1","39518"
"203578","116148","0","67769"
"203579","116148","2","75627"
"203580","116148","0","10728"
"203581","116148","0","75627"
"203584","116162","2","40264"
"203589","116170","0","57095"
"203591","116170","0","71919"
"203592","116172","2","40264"
"203593","116172","0","77892"
"203594","116153","0","39518"
"203595","116172","0","40264"
"203596","116173","0","40264"
"203597","109984","0","36172"
"203598","116153","0","72490"
"203599","116153","0","39518"
"203601","116162","1","39518"
"203602","116153","0","72490"
"203603","116153","0","39518"
"203604","116171","0","54692"
"203605","116171","0","54692"
"203606","116171","0","40264"
"203607","116171","0","54692"
"203608","116171","0","54692"
"203609","116171","0","40264"
"203611","116175","0","72490"
"203612","114601","0","78717"
"203613","115172","0","63584"
"203614","116143","0","57976"
"203615","116172","0","77892"
"203616","116051","0","78248"
"203617","116170","0","34638"
"203618","116173","0","78710"
"203619","116182","0","75457"
"203620","116182","0","67683"
"203621","116087","0","78077"
"203622","116046","0","32978"
"203623","116133","0","13620"
"203624","116185","1","28905"
"203625","116185","0","7728"
"203628","116170","0","71919"
"203629","116189","1","39518"
"203631","116193","2","39518"
"203632","116193","0","1430"
"203633","101100","0","284"
"203634","116188","0","75627"
"203642","116199","3","40264"
"203644","116200","7","10728"
"203647","116070","0","25429"
"203648","116201","0","75055"
"203649","116201","0","75627"
"203650","116069","0","78624"
"203653","109115","0","77195"
"203656","116179","0","1424"
"203657","76170","0","78751"
"203658","116211","0","75627"
"203659","76170","0","30024"
"203660","116205","0","75627"
"203661","76170","0","30024"
"203663","116210","0","76937"
"203665","116213","0","69102"
"203667","116211","0","78758"
"203668","116215","0","7191"
"203669","116215","0","16420"
"203670","116215","1","72423"
"203671","116214","0","50214"
"203672","47363","0","17727"
"203675","116215","0","78610"
"203676","116215","0","78610"
"203677","116215","1","16420"
"203679","116207","0","23432"
"203681","116215","0","78610"
"203682","116215","0","72423"
"203683","116214","0","69102"
"203684","116223","0","22277"
"203685","116222","0","75627"
"203686","116210","0","68112"
"203689","116189","0","31545"
"203690","116192","0","31545"
"203692","116208","0","4546"
"203693","116208","0","69287"
"203695","116133","0","43702"
"203696","116218","0","78610"
"203700","116223","0","78768"
"203701","115938","0","34569"
"203706","116208","0","4546"
"203712","116241","0","23432"
"203713","116232","0","50214"
"203716","116235","0","78610"
"203718","116235","0","67769"
"203720","116214","2","7804"
"203724","116176","0","7804"
"203725","116241","0","24570"
"203726","116238","0","55978"
"203727","116235","0","78610"
"203728","116238","0","59477"
"203729","116254","0","59477"
"203730","116254","0","59477"
"203731","116254","0","59477"
"203733","116215","0","16420"
"203734","116218","0","16420"
"203735","116258","0","24570"
"203736","116262","0","68989"
"203740","8142","1","7191"
"203742","116173","0","41345"
"203744","115922","0","78076"
"203747","116205","0","33287"
"203748","116274","1","59152"
"203749","116277","0","59152"
"203751","116218","0","72423"
"203752","116218","0","72423"
"203755","116272","0","23432"
"203757","116262","0","51745"
"203759","116272","2","73459"
"203760","116259","0","59477"
"203762","116262","0","68989"
"203763","116262","0","51745"
"203764","116259","0","59477"
"203765","116262","0","68989"
"203766","116262","0","68989"
"203779","116283","1","7697"
"203780","116259","0","51416"
"203781","116283","0","75055"
"203782","115984","0","5573"
"203783","116290","4","72219"
"203784","116290","0","43702"
"203786","116290","0","43702"
"203787","116290","0","77549"
"203788","116290","1","72219"
"203789","70676","0","25901"
"203792","116259","0","59477"
"203793","4559","0","284"
"203794","116269","0","33287"
"203795","116294","0","8240"
"203799","89923","0","14158"
"203800","116283","0","8240"
"203802","116269","0","51416"
"203803","70676","0","288"
"203804","2732","2","67655"
"203805","116287","0","67769"
"203806","116292","0","67769"
"203807","116189","0","69599"
"203808","116269","0","21890"
"203809","116262","0","51745"
"203810","114425","0","27395"
"203811","116294","0","67273"
"203812","116293","0","28905"
"203813","116293","0","44673"
"203814","116303","0","44673"
"203815","116262","0","68989"
"203816","116262","0","51745"
"203818","116296","0","75055"
"203819","116300","1","77549"
"203820","116306","0","1374"
"203821","116300","0","63361"
"203822","116308","0","8240"
"203823","75108","0","78849"
"203824","116308","0","75055"
"203825","116218","0","16420"
"203827","116313","0","74246"
"203828","114547","0","41345"
"203829","116218","0","16420"
"203831","116287","0","68709"
"203832","8142","0","4497"
"203834","8142","0","7191"
"203837","116321","0","78852"
"203838","116321","0","1430"
"203839","116321","0","78852"
"203840","116321","1","1430"
"203842","116321","0","67769"
"203843","116218","0","72423"
"203844","116322","0","68709"
"203845","116322","0","67769"
"203846","116321","0","78852"
"203847","114547","0","39518"
"203848","116218","0","16420"
"203849","10622","3","40264"
"203850","114547","0","41345"
"203851","116218","0","72423"
"203852","116218","0","16420"
"203853","116218","0","16420"
"203854","116218","0","72423"
"203855","116172","0","35236"
"203856","116218","0","16420"
"203857","116218","0","72423"
"203861","116325","0","16420"
"203862","116325","0","52005"
"203863","116325","0","16420"
"203864","116327","1","75627"
"203865","116327","0","18568"
"203866","116325","0","52005"
"203867","116327","0","78857"
"203868","58394","0","2581"
"203869","116325","0","16420"
"203870","116325","0","16420"
"203871","116325","1","52005"
"203872","116325","0","16420"
"203873","116325","0","16420"
"203874","116327","0","78857"
"203875","116325","0","52005"
"203877","116325","0","16420"
"203879","116330","0","16420"
"203881","116325","0","52005"
"203886","116321","0","59477"
"203887","116330","1","39518"
"203888","116337","0","40264"
"203889","116337","0","78868"
"203890","115923","0","78483"
"203891","116339","0","78868"
"203892","116078","0","78606"
"203893","116342","0","59477"
"203898","116341","0","22277"
"203900","116347","0","59477"
"203902","116345","1","75341"
"203904","116345","1","75341"
"203905","116313","0","78847"
"203906","116345","0","76509"
"203907","116345","1","75341"
"203908","116330","0","51745"
"203909","116319","0","75461"
"203910","116345","0","75341"
"203911","116350","0","76509"
"203912","116350","0","75341"
"203914","116350","0","76509"
"203921","116358","0","67769"
"203922","116358","0","74510"
"203923","116358","0","67769"
"203924","116358","0","74510"
"203925","116358","0","67769"
"203926","111688","0","40264"
"203927","116362","0","60611"
"203928","116358","0","67769"
"203931","116363","0","74510"
"203932","116363","0","67769"
"203933","116362","0","39518"
"203934","116352","0","33115"
"203935","116352","0","23432"
"203936","116358","0","39518"
"203937","116363","0","74510"
"203938","116358","2","4546"
"203939","116367","0","40264"
"203940","116367","0","69108"
"203942","116367","0","40264"
"203943","116367","0","69108"
"203944","116352","0","33115"
"148001","82560","0","50979"
"148002","82560","0","50979"
"148003","82558","0","51001"
"148004","82558","4","50360"
"148009","82570","0","9894"
"148010","82557","1","18322"
"148011","82571","0","23791"
"148012","82512","0","5224"
"148013","82512","0","43452"
"148014","82512","0","43452"
"148015","82571","0","42849"
"148016","82570","0","29695"
"148018","82565","0","17080"
"148019","82537","0","51039"
"148022","82560","0","51027"
"148023","82537","0","51039"
"148025","82570","0","42849"
"148029","82576","0","50397"
"148030","82576","0","50397"
"148033","82579","0","14165"
"148036","82576","1","50397"
"148037","82580","2","17080"
"148045","82579","0","49008"
"148046","82269","0","22241"
"148047","82583","0","16420"
"148048","82583","0","16420"
"148049","82583","1","30431"
"148050","82583","0","43702"
"148054","82580","0","48907"
"148055","82580","0","17080"
"148056","82560","0","51027"
"148059","82560","0","50979"
"148060","82560","0","50979"
"148061","21247","0","19790"
"148062","82524","0","49010"
"148063","82524","0","18590"
"148064","21247","0","19790"
"148072","21247","0","7191"
"148073","82558","0","51001"
"148074","82560","0","51027"
"148075","82347","0","50850"
"148077","82528","0","26250"
"148082","82591","1","13787"
"148083","82539","0","5224"
"148088","82616","1","3644"
"148090","82616","0","35019"
"148091","82616","0","51106"
"148092","82618","0","51106"
"148093","82618","0","3644"
"148094","82616","0","35019"
"148096","82618","0","51106"
"148097","82618","0","3644"
"148098","82528","0","51027"
"148100","82618","0","51106"
"148101","82621","0","51108"
"148106","82621","0","43702"
"148107","82622","0","3644"
"148110","82622","0","51110"
"148111","82622","0","44157"
"148112","82621","0","51108"
"148113","82622","0","51110"
"148124","82627","1","26122"
"148125","82627","0","31836"
"148128","82628","0","31836"
"148131","82612","0","49767"
"148132","79517","1","8119"
"148133","82628","1","5224"
"148134","82636","2","2061"
"148135","82638","1","8119"
"148136","82638","0","51110"
"148137","82636","0","50745"
"148138","82638","0","8119"
"148139","82636","4","2061"
"148142","82539","0","36172"
"148144","82638","0","7191"
"148145","82638","1","42414"
"148146","18426","0","1636"
"148147","18453","0","1636"
"148148","18426","0","1636"
"148149","82640","0","1636"
"148151","82636","0","49945"
"148152","82641","0","50719"
"148153","82640","0","51120"
"148154","82291","0","49945"
"148155","82636","0","50745"
"148157","25518","0","49991"
"148159","82647","0","43702"
"148164","82656","0","7191"
"148165","82656","0","50346"
"148167","82622","0","44157"
"148169","82635","0","50719"
"148170","82656","0","43702"
"148171","82662","2","43702"
"148172","13548","0","34427"
"148174","82665","1","43702"
"148175","82668","0","49227"
"148176","82668","0","43702"
"148186","82667","0","7191"
"148188","82667","0","50967"
"148190","30794","0","10527"
"148193","82667","0","50967"
"148195","82681","0","51089"
"148196","82665","0","51135"
"148197","82681","0","43702"
"148199","82681","0","51089"
"148200","82652","0","14475"
"148204","82665","0","1929"
"148205","82665","1","1929"
"148207","82627","0","7804"
"148209","82619","0","7804"
"148210","82681","0","49945"
"148221","82690","0","16700"
"148222","82689","0","12632"
"148224","82689","0","14737"
"148225","82690","0","39166"
"148226","82690","0","16700"
"148227","82692","0","51151"
"148229","82692","1","17180"
"148230","82692","0","51151"
"148231","82619","0","51108"
"148232","82672","0","33377"
"148233","82635","0","22026"
"148240","82697","0","46440"
"148241","82697","1","46440"
"148242","82665","0","51135"
"148243","80410","0","50580"
"148246","55158","0","51169"
"148247","55158","0","51169"
"148249","82710","0","43702"
"148251","82708","0","43702"
"148252","82708","0","3644"
"148253","82698","0","43702"
"148254","82700","0","3644"
"148255","82690","0","43702"
"148256","55158","1","3505"
"148257","82708","0","45863"
"148258","82708","0","45863"
"148259","82713","0","23925"
"148260","82713","0","30331"
"148261","82713","0","23925"
"148263","82665","0","1929"
"148264","82635","0","50719"
"148265","82719","0","31484"
"148267","82721","4","7191"
"148273","82721","0","49945"
"148274","82724","0","50719"
"148275","82724","0","8390"
"148276","82641","0","50339"
"148277","82635","0","19126"
"148278","82724","0","8390"
"148279","82635","0","50719"
"148280","82724","0","50719"
"148281","82725","0","49945"
"148282","4643","0","49945"
"148285","82697","1","41153"
"148286","82635","0","50719"
"148287","82724","0","50719"
"148291","82724","0","50719"
"148295","82724","0","8390"
"148296","82721","0","21890"
"148297","82717","0","50346"
"148299","82724","0","50719"
"148300","82724","0","8390"
"148301","82724","0","50719"
"148302","82568","0","26660"
"148303","82690","0","39166"
"148305","82728","0","5224"
"148306","81200","0","5224"
"148307","82690","1","43702"
"148308","82738","1","43702"
"148309","82738","0","22241"
"148311","82739","0","7191"
"148312","82738","5","17541"
"148313","82717","0","50726"
"148314","82738","0","22241"
"148315","82737","0","26250"
"148316","82737","2","7911"
"148317","82738","1","22612"
"148318","82738","0","17541"
"148319","82736","0","3644"
"148320","82726","0","45863"
"148322","82736","0","29842"
"148323","82719","0","20"
"148325","82621","0","51108"
"148326","82737","0","39166"
"148328","82736","0","3644"
"148330","82729","2","3644"
"148331","82728","0","43890"
"148332","82697","0","46440"
"148334","82677","0","6588"
"148335","82726","0","43702"
"148337","82726","0","43702"
"148338","18453","0","19525"
"148344","82672","0","50327"
"148347","82772","0","14808"
"148349","82774","0","51114"
"148350","82758","0","22612"
"148351","82772","0","51114"
"148355","82758","0","9166"
"148356","82758","0","9166"
"148357","82778","0","43702"
"148358","82758","0","22612"
"148360","72890","1","13942"
"148361","82783","0","3644"
"148362","82777","0","13855"
"148363","82777","1","999"
"148375","82777","0","13855"
"148378","82783","0","46440"
"148379","82778","0","51208"
"148380","82269","0","741"
"148381","82767","0","14500"
"148382","82769","0","14500"
"148383","82742","0","22241"
"148384","82269","0","22241"
"148385","82719","0","31484"
"148386","82744","0","51174"
"148387","82751","0","51174"
