Id,Reputation
"22731","101"
"22732","158"
"22733","1"
"22734","101"
"22736","41"
"22737","101"
"22738","17"
"22739","1"
"22740","101"
"22741","101"
"22742","101"
"22743","6"
"22745","1"
"22746","1"
"22747","136"
"22748","101"
"22749","6"
"22751","1"
"22753","1"
"22754","11"
"22755","248"
"22756","21"
"22757","218"
"22758","126"
"22759","101"
"22760","101"
"22761","1"
"22762","6"
"22763","101"
"22764","1"
"22765","101"
"22768","1"
"22769","101"
"22770","1"
"22772","101"
"22773","101"
"22774","1"
"22775","31"
"22776","1"
"22777","101"
"22778","169"
"22779","21"
"22780","1"
"22781","101"
"22782","101"
"22783","1"
"22784","1"
"22785","1"
"22786","31"
"22788","125"
"22789","101"
"22790","24"
"22791","1"
"22792","161"
"22793","1"
"22795","113"
"22796","101"
"22797","25"
"22798","16"
"22799","25"
"22800","6"
"22801","157"
"22802","1"
"22803","291"
"22804","1"
"22805","1"
"22806","6"
"22808","101"
"22809","125"
"22810","290"
"22811","21"
"22812","1"
"22813","101"
"22815","1"
"22816","8"
"22817","11"
"22818","101"
"22819","13"
"22820","6"
"22821","36"
"22822","6"
"22823","101"
"22824","1"
"22825","107"
"22826","1"
"22827","101"
"22828","101"
"22829","1"
"22830","101"
"22831","101"
"22832","1"
"22833","101"
"22834","101"
"22835","101"
"22836","103"
"22837","31"
"22838","101"
"22839","41"
"22840","101"
"22841","26"
"22842","1"
"22843","21"
"22844","76"
"22845","118"
"22846","338"
"22848","101"
"22849","21"
"22850","101"
"22851","101"
"22852","1"
"22853","101"
"22854","1"
"22855","101"
"22856","1"
"22857","21"
"22858","101"
"22859","111"
"22860","115"
"22861","1"
"22862","101"
"22863","11"
"22864","1"
"22865","176"
"22866","1"
"22867","101"
"22868","36"
"22869","101"
"22870","135"
"22871","111"
"22872","13"
"22873","1"
"22874","138"
"22875","101"
"22876","36"
"22877","101"
"22878","1"
"22879","6"
"22880","101"
"22881","101"
"22882","21"
"22883","101"
"22884","101"
"22885","113"
"22886","101"
"22887","101"
"22888","11"
"22889","101"
"22890","101"
"22891","101"
"22892","18"
"22893","101"
"22894","1"
"22896","101"
"22897","101"
"22898","101"
"22899","101"
"22900","101"
"22901","101"
"22902","101"
"22903","51"
"22904","769"
"22905","1"
"22906","101"
"22907","101"
"22908","1"
"22910","101"
"22911","101"
"22912","101"
"22913","1"
"22914","101"
"22915","101"
"22916","38"
"22917","132"
"22918","101"
"22919","1"
"22920","101"
"22921","101"
"22922","136"
"22924","101"
"22925","109"
"22926","6"
"22927","101"
"22928","101"
"22929","1"
"22931","114"
"22932","1"
"22933","101"
"22934","101"
"22935","101"
"22936","71"
"22937","1"
"22938","1"
"22939","101"
"22940","101"
"22941","101"
"22942","47"
"22943","173"
"22944","1"
"22945","101"
"22946","1"
"22947","1"
"22948","101"
"22950","6"
"22951","1"
"22952","61"
"22953","101"
"22954","146"
"22955","1"
"22956","1"
"22957","157"
"22958","101"
"22960","101"
"22961","101"
"22962","101"
"22963","101"
"22964","101"
"22965","121"
"22967","101"
"22968","101"
"22969","101"
"22970","1"
"22971","101"
"22972","101"
"22973","101"
"22974","1"
"22976","1"
"22977","101"
"22978","13"
"22979","101"
"22980","1"
"22982","101"
"22983","101"
"22984","116"
"22985","13"
"22986","101"
"22987","146"
"22988","1"
"22989","1"
"22990","101"
"22991","143"
"22992","1"
"22993","101"
"22994","101"
"22995","101"
"22996","101"
"22998","101"
"22999","1"
"23000","151"
"23001","381"
"23002","121"
"23003","101"
"23004","1"
"23005","101"
"23006","1"
"23007","1"
"23008","6"
"23009","1"
"23011","101"
"23012","101"
"23013","101"
"23014","1"
"23015","106"
"23016","89"
"23017","101"
"23019","101"
"23020","118"
"23021","41"
"23022","101"
"23023","106"
"23024","113"
"23025","24"
"23026","113"
"23027","101"
"23028","101"
"23029","116"
"23030","116"
"23031","1"
"23033","101"
"23034","101"
"23035","176"
"23036","101"
"23037","1"
"23038","101"
"23039","101"
"23040","101"
"23042","101"
"23043","1"
"23044","101"
"23045","101"
"23046","106"
"23047","124"
"23048","101"
"23049","167"
"23050","101"
"23051","1"
"23052","101"
"23053","1730"
"23054","101"
"23055","113"
"23056","101"
"23057","101"
"23058","123"
"23059","101"
"23061","8"
"23062","108"
"23063","1"
"23064","45"
"23065","1"
"23066","123"
"23067","104"
"23068","101"
"23069","101"
"23070","130"
"23071","1"
"23072","333"
"23073","113"
"23074","101"
"23076","28"
"23077","106"
"23078","1"
"23079","116"
"23080","101"
"23081","101"
"23082","1"
"23084","101"
"23085","1"
"23086","101"
"23087","26"
"23088","101"
"23089","101"
"23090","1"
"23091","50"
"23092","101"
"23093","6"
"23094","1"
"23095","101"
"23097","8"
"23098","101"
"23099","101"
"23100","101"
"23101","171"
"23102","101"
"23103","101"
"23104","1"
"23105","101"
"23106","101"
"23107","28"
"23108","101"
"23111","1"
"23112","86"
"23113","6"
"23114","88"
"23115","1"
"23116","91"
"23118","101"
"23119","1"
"23120","101"
"23121","101"
"23122","101"
"23123","101"
"23124","161"
"23125","103"
"23127","101"
"23128","101"
"23130","101"
"23132","6"
"23133","1"
"23134","1"
"23135","101"
"23136","1"
"23137","20"
"23138","113"
"23140","1"
"23141","1"
"23142","101"
"23143","11"
"23144","1"
"23145","1"
"23146","101"
"23147","126"
"23148","353"
"23149","2"
"23150","1"
"23151","101"
"23152","1"
"23153","101"
"23154","1"
"23155","101"
"23156","101"
"23157","101"
"23158","11"
"23159","333"
"23160","333"
"23161","619"
"23163","1"
"23164","123"
"23165","1"
"23166","101"
"23167","1"
"23168","31"
"23169","101"
"23170","101"
"23171","101"
"23172","16"
"23174","106"
"23175","1"
"23176","113"
"23177","101"
"23178","1"
"23179","129"
"23180","101"
"23181","101"
"23182","491"
"23183","101"
"23184","1"
"23185","264"
"23186","877"
"23187","120"
"23188","1"
"23189","1"
"23190","68"
"23191","1"
"23192","166"
"23193","177"
"23194","108"
"23195","101"
"23196","111"
"23198","101"
"23199","6"
"23200","11"
"23201","11"
"23202","137"
"23203","113"
"23204","469"
"23205","1"
"23208","6"
"23209","17"
"23210","1"
"23213","101"
"23214","1"
"23215","46"
"23217","101"
"23218","101"
"23219","1"
"23220","11"
"23221","101"
"23222","101"
"23223","13"
"23224","6"
"23225","103"
"23226","121"
"23227","101"
"23228","1"
"23229","101"
"23230","153"
"23231","146"
"23232","182"
"23233","101"
"23234","101"
"23236","151"
"23237","23"
"23238","31"
"23239","133"
"23241","33"
"23242","160"
"23243","1"
"23244","56"
"23245","106"
"23246","101"
"23247","101"
"23248","101"
"23249","101"
"23250","11"
"23252","101"
"23253","161"
"23254","11"
"23255","148"
"23256","101"
"23257","1"
"23260","148"
"23261","152"
"23262","101"
"23263","1"
"23264","101"
"23265","101"
"23266","101"
"23267","239"
"23268","101"
"23269","11"
"68798","101"
"68799","1"
"68800","1"
"68801","1"
"68802","101"
"68803","1"
"68804","101"
"68807","11"
"68808","106"
"68809","18"
"68811","6"
"68812","28"
"68813","1"
"68814","101"
"68815","138"
"68817","94"
"68818","1"
"68820","101"
"68821","1"
"68822","1"
"68823","1"
"68824","1"
"68825","6"
"68826","1"
"68827","1"
"68828","1"
"68829","1"
"68830","1"
"68831","101"
"68833","101"
"68835","1"
"68836","144"
"68838","101"
"68839","1"
"68840","1"
"68841","101"
"68842","40"
"68843","21"
"68844","87"
"68845","1"
"68846","101"
"68847","13"
"68848","101"
"68849","101"
"68850","101"
"68851","101"
"68852","40"
"68853","26"
"68854","101"
"68855","1"
"68856","126"
"68857","101"
"68858","1"
"68859","123"
"68860","101"
"68861","1"
"68862","1"
"68863","1"
"68864","1"
"68866","1"
"68867","101"
"68869","1"
"68871","1"
"68872","101"
"68873","101"
"68875","1"
"68876","1"
"68877","1"
"68878","101"
"68880","101"
"68881","1"
"68882","101"
"68883","101"
"68884","1"
"68885","1"
"68886","1"
"68887","11"
"68889","1"
"68890","1"
"68891","1"
"68892","1"
"68893","136"
"68894","1"
"68895","1"
"68897","101"
"68898","6"
"68899","1"
"68900","1"
"68901","1"
"68903","101"
"68904","1"
"68905","1"
"68906","101"
"68907","176"
"68908","1"
"68909","3"
"68910","1"
"68911","101"
"68912","1"
"68913","1"
"68914","1"
"68915","101"
"68916","11"
"68918","101"
"68919","1"
"68920","38"
"68921","1"
"68922","101"
"68924","101"
"68925","1"
"68926","11"
"68927","1"
"68928","1"
"68929","1"
"68930","452"
"68931","1"
"68933","1"
"68934","1"
"68935","101"
"68936","1"
"68937","101"
"68939","1"
"68940","1"
"68941","101"
"68942","137"
"68943","11"
"68945","101"
"68947","1"
"68948","1"
"68949","101"
"68950","109"
"68951","28"
"68952","31"
"68954","1"
"68955","1"
"68956","101"
"68957","101"
"68959","121"
"68960","1"
"68961","101"
"68962","101"
"68963","1"
"68964","101"
"68965","1"
"68966","1"
"68967","18"
"68968","1"
"68969","1"
"68970","106"
"68971","20"
"68972","1"
"68973","1"
"68974","3"
"68975","1"
"68977","1"
"68978","103"
"68979","1"
"68980","1"
"68981","101"
"68982","1"
"68983","1"
"68986","1"
"68987","21"
"68988","1"
"68989","972"
"68990","1"
"68991","3"
"68992","101"
"68993","101"
"68994","101"
"68995","1"
"68996","1"
"68997","1"
"68999","1"
"69000","1"
"69001","106"
"69002","1"
"69003","1"
"69004","111"
"69005","101"
"69006","30"
"69007","103"
"69008","101"
"69009","1"
"69010","1"
"69011","1"
"69012","101"
"69013","101"
"69014","8"
"69017","1"
"69018","1"
"69019","1"
"69020","316"
"69021","1"
"69022","99"
"69023","1"
"69025","1"
"69027","1"
"69028","1"
"69029","1"
"69031","1"
"69032","1"
"69033","1"
"69034","1"
"69035","1"
"69036","1"
"69038","101"
"69039","1"
"69040","200"
"69041","1"
"69042","1"
"69043","101"
"69044","1"
"69045","101"
"69046","202"
"69047","101"
"69049","101"
"69050","1"
"69051","1"
"69052","1"
"69053","61"
"69054","101"
"69055","1"
"69057","136"
"69058","1"
"69060","101"
"69061","1"
"69062","1"
"69063","345"
"69064","1"
"69065","101"
"69067","101"
"69068","16"
"69069","1"
"69071","101"
"69072","41"
"69074","1"
"69076","101"
"69077","33"
"69078","1"
"69079","46"
"69080","101"
"69082","1"
"69083","1"
"69084","101"
"69085","131"
"69086","1"
"69087","1"
"69088","1"
"69090","1"
"69092","1"
"69094","1"
"69095","101"
"69096","101"
"69097","1"
"69098","30"
"69099","1"
"69100","1"
"69101","1"
"69102","805"
"69103","103"
"69104","101"
"69106","1"
"69107","1"
"69108","3"
"69109","1"
"69110","21"
"69111","1"
"69112","101"
"69113","1"
"69114","1"
"69115","101"
"69116","101"
"69117","1"
"69118","101"
"69119","101"
"69120","101"
"69122","1"
"69123","1"
"69124","1"
"69126","101"
"69127","101"
"69128","101"
"69129","101"
"69130","101"
"69131","101"
"69132","101"
"69133","1"
"69134","121"
"69135","103"
"69136","1"
"69137","101"
"69138","103"
"69139","1"
"69140","101"
"69141","101"
"69142","101"
"69143","101"
"69144","1"
"69145","101"
"69146","101"
"69147","101"
"69148","1"
"69149","1"
"69150","101"
"69151","125"
"69152","101"
"69153","101"
"69155","1"
"69156","101"
"69157","1"
"69158","101"
"69159","101"
"69160","1"
"69162","101"
"69163","101"
"69169","1"
"69170","1"
"69171","101"
"69172","8"
"69173","101"
"69174","101"
"69175","1"
"69176","101"
"69177","21"
"69178","1"
"69180","101"
"69181","11"
"69183","1"
"69184","108"
"69185","46"
"69186","191"
"69187","1"
"69188","1"
"69189","1"
"69190","18"
"69191","1"
"69192","1"
"69193","1"
"69194","1"
"69195","1"
"69197","18"
"69198","1"
"69199","1"
"69200","101"
"69201","1"
"69202","101"
"69203","141"
"69204","1"
"69205","101"
"69206","1"
"69207","1"
"69209","1"
"69210","131"
"69211","101"
"69213","1"
"69214","101"
"69215","101"
"69216","101"
"69217","11"
"69218","1"
"69219","11"
"69220","1"
"69221","1"
"69222","1"
"69223","101"
"69224","109"
"69226","1"
"69227","130"
"69228","1"
"69229","101"
"69231","1"
"69233","1"
"69234","108"
"69236","110"
"69238","5"
"69239","56"
"69240","1"
"69241","101"
"69242","1"
"69243","1"
"69244","11"
"69245","171"
"69246","31"
"69247","3"
"69249","101"
"69250","11"
"69251","1"
"69252","1"
"69253","1"
"69254","1"
"69255","1"
"69256","1"
"69257","1"
"69258","125"
"69259","109"
"69260","1"
"69261","101"
"69264","1"
"69265","1"
"69266","1"
"69267","1"
"69268","101"
"69269","1"
"69271","101"
"69272","101"
"69273","1"
"69274","1"
"69275","8"
"69276","35"
"69277","1"
"69278","1"
"69279","1"
"69280","1"
"69281","1"
"69282","1"
"69284","1"
"69285","101"
"69286","101"
"69287","25"
"69289","1"
"69290","1"
"69291","1"
"69292","2"
"69294","1"
"69295","1"
"69296","1"
"69297","101"
"69298","1"
"69299","1"
"69300","106"
"69301","1"
"69302","101"
"69303","1"
"69306","1"
"69307","101"
"69308","4"
"69312","1"
"69313","1"
"69315","56"
"69316","1"
"69317","101"
"69318","31"
"69319","1"
"69320","1"
"69321","101"
"69322","101"
"69323","1"
"69324","1"
"69325","1"
"69326","1"
"69327","1"
"69329","19"
"69330","1"
"69332","101"
"69333","101"
"69335","11"
"69336","1"
"69337","1"
"69340","101"
"69341","1"
"69342","36"
"69344","1"
"69345","101"
"69347","116"
"69349","20"
"69350","101"
"69351","101"
"69352","1"
"69353","18"
"69354","1"
"69355","6"
"69357","6"
"69358","1"
"69359","1"
"69360","11"
"69361","133"
"69362","16"
"69363","101"
"69364","103"
"69365","86"
"69366","1"
"69367","8"
"69368","111"
"69370","101"
"69371","101"
"69372","1"
"69373","101"
"69374","11"
"69375","103"
"69376","8"
"69377","98"
"69378","1"
"69379","101"
"69380","18"
"69381","101"
"69382","1"
"69383","101"
"69384","18"
"69385","8"
"69386","101"
"69387","101"
"69388","1"
"69390","3"
"69391","1"
"69392","144"
"69393","106"
"69395","197"
"69397","101"
"69398","11"
"69399","11"
"69400","71"
"69401","1"
"69402","1"
"69403","11"
"69404","46"
"69405","1"
"69408","209"
"69409","1"
"69410","1"
"69412","6"
"69413","1"
"69414","1"
"69416","101"
"69417","101"
"69418","101"
"69419","256"
"69420","101"
"69421","101"
"69422","1"
"69423","108"
"69424","1"
"69425","101"
"69426","19"
"69427","101"
"69428","1"
"69429","1"
"69430","1"
"69432","11"
"69434","1"
"69435","1"
"69436","1"
"69437","101"
"69438","1"
"69439","101"
"69440","1"
"69441","56"
"69442","101"
"69443","1"
"69444","191"
"69445","101"
"69446","101"
"69447","101"
"69448","1"
"69449","51"
"69450","1"
"69451","1"
"69452","1"
"69453","111"
"69454","1"
"69455","101"
"69456","101"
"69457","101"
"69458","6"
"69459","1"
"69460","1"
"69461","111"
"69462","1"
"69463","1"
"69464","1"
"69465","122"
"69466","101"
"69467","1"
"69468","101"
"69469","1"
"69471","166"
"69472","1"
"69473","101"
"69474","101"
"69475","1"
"69476","1"
"69477","101"
"69479","6"
"69480","1"
"69483","45"
"69484","101"
"69485","1"
"69486","1"
"69488","1"
"69489","101"
"69491","1"
"69492","1"
"69493","1"
"69494","1"
"69496","121"
"69497","101"
"69498","81"
"69499","1"
"69500","1"
"69501","101"
"69502","101"
"69503","26"
"69504","1"
"69505","11"
"69507","1"
"69508","9"
"69509","101"
"69510","25"
"69511","1"
"69512","1"
"69514","1"
"69515","1"
"69516","1"
"69518","1"
"69519","101"
"69520","101"
"69521","6"
"69523","1"
"69524","1"
"69525","1"
"69526","121"
"69527","146"
"69528","1"
"69529","101"
"69530","21"
"69531","101"
"69532","1"
"69533","1"
"69534","1"
"69535","1"
"69537","1"
"69538","1"
"69540","1"
"69541","101"
"69542","6"
"69543","155"
"69544","183"
"69545","1"
"69546","1"
"69547","1"
"69548","1"
"69549","71"
"69550","101"
"69552","1"
"69553","106"
"69554","1"
"69555","101"
"69556","1"
"69557","111"
"69558","1"
"69559","103"
"69560","1"
"69561","101"
"69562","1"
"69563","1"
"69564","1"
"69565","101"
"44619","111"
"44620","101"
"44621","101"
"44622","101"
"44623","1"
"44624","101"
"44625","1"
"44626","101"
"44627","101"
"44628","1"
"44629","1"
"44630","101"
"44631","101"
"44632","16"
"44633","101"
"44634","1"
"44635","101"
"44636","130"
"44638","5"
"44639","101"
"44640","1"
"44641","1"
"44642","1"
"44643","25"
"44644","101"
"44645","101"
"44646","136"
"44647","214"
"44648","128"
"44650","101"
"44651","101"
"44652","101"
"44654","1"
"44655","1"
"44656","101"
"44657","101"
"44658","1"
"44659","111"
"44660","1"
"44661","101"
"44662","1"
"44664","101"
"44665","101"
"44666","109"
"44667","13"
"44668","1"
"44669","101"
"44670","101"
"44671","8"
"44672","1"
"44673","1"
"44674","13"
"44675","101"
"44676","1"
"44677","101"
"44678","1"
"44679","101"
"44680","101"
"44681","1"
"44682","101"
"44683","1"
"44685","1"
"44686","1"
"44687","101"
"44688","1"
"44689","21"
"44690","1"
"44691","1"
"44692","101"
"44693","6"
"44694","1"
"44695","101"
"44696","1"
"44697","101"
"44698","101"
"44699","1"
"44700","106"
"44701","101"
"44704","1"
"44705","98"
"44706","118"
"44707","101"
"44708","101"
"44709","161"
"44710","101"
"44711","101"
"44712","1"
"44713","45"
"44714","1"
"44715","11"
"44717","1"
"44718","128"
"44719","1"
"44720","1"
"44721","23"
"44722","101"
"44723","101"
"44724","101"
"44725","101"
"44727","101"
"44728","101"
"44729","8"
"44730","3"
"44731","101"
"44732","101"
"44733","1"
"44734","1"
"44735","1"
"44737","101"
"44738","101"
"44740","1"
"44741","1"
"44742","121"
"44743","18"
"44744","1"
"44745","8"
"44746","1"
"44747","1"
"44749","101"
"44750","101"
"44751","62"
"44752","1"
"44753","108"
"44754","1"
"44755","101"
"44756","101"
"44757","1"
"44758","101"
"44759","121"
"44760","101"
"44761","1"
"44762","63"
"44763","8"
"44764","1"
"44765","101"
"44766","1"
"44767","101"
"44768","101"
"44769","126"
"44770","11"
"44771","101"
"44772","1"
"44773","11"
"44776","195"
"44777","101"
"44778","101"
"44779","101"
"44780","1"
"44782","108"
"44783","1"
"44786","101"
"44787","101"
"44788","101"
"44789","101"
"44790","101"
"44791","113"
"44792","1"
"44793","1"
"44794","1"
"44795","1"
"44796","1"
"44798","101"
"44799","101"
"44800","1"
"44801","101"
"44802","1"
"44803","101"
"44804","1"
"44805","1"
"44806","1"
"44807","1"
"44808","101"
"44809","1"
"44810","1"
"44811","101"
"44812","23"
"44813","101"
"44814","1"
"44815","8"
"44816","1"
"44818","101"
"44819","1"
"44820","1"
"44821","101"
"44822","1"
"44823","11"
"44824","1"
"44825","1"
"44826","1"
"44827","1"
"44828","1"
"44829","101"
"44830","106"
"44831","101"
"44832","101"
"44833","13"
"44834","1"
"44835","101"
"44836","101"
"44837","101"
"44838","101"
"44841","1"
"44843","101"
"44844","101"
"44846","101"
"44847","101"
"44848","11"
"44849","1"
"44850","673"
"44851","1"
"44852","1"
"44853","101"
"44854","119"
"44855","1"
"44856","1"
"44857","1"
"44858","1"
"44859","1"
"44860","101"
"44862","101"
"44863","8"
"44865","193"
"44866","1"
"44867","101"
"44868","101"
"44869","13"
"44870","101"
"44871","101"
"44872","101"
"44873","101"
"44874","106"
"44875","1"
"44876","17"
"44877","101"
"44879","101"
"44880","101"
"44881","111"
"44882","183"
"44885","111"
"44886","1"
"44888","101"
"44889","1"
"44890","161"
"44891","109"
"44892","1"
"44893","1"
"44894","11"
"44895","1"
"44896","1"
"44897","108"
"44898","101"
"44899","101"
"44900","161"
"44901","103"
"44902","111"
"44903","101"
"44904","101"
"44905","1"
"44906","1"
"44907","455"
"44908","101"
"44909","131"
"44911","101"
"44912","101"
"44913","1"
"44914","1"
"44915","8"
"44916","108"
"44917","101"
"44918","101"
"44919","30"
"44920","106"
"44921","101"
"44922","11"
"44923","101"
"44924","101"
"44925","101"
"44926","101"
"44927","101"
"44928","101"
"44929","1"
"44930","101"
"44931","101"
"44932","101"
"44933","1"
"44934","101"
"44935","101"
"44936","193"
"44937","101"
"44938","101"
"44939","1"
"44940","1"
"44942","1"
"44943","101"
"44944","16"
"44945","101"
"44946","101"
"44947","101"
"44948","101"
"44949","110"
"44950","101"
"44952","1"
"44953","1"
"44954","101"
"44955","1"
"44956","101"
"44957","5"
"44958","153"
"44959","101"
"44960","101"
"44962","1"
"44963","108"
"44964","13"
"44965","1"
"44967","134"
"44968","101"
"44969","1"
"44970","1"
"44971","101"
"44972","1"
"44973","11"
"44974","101"
"44975","101"
"44976","3"
"44978","101"
"44979","101"
"44980","1"
"44981","1"
"44982","1"
"44983","101"
"44984","101"
"44986","101"
"44987","101"
"44988","13"
"44989","1"
"44990","101"
"44991","1"
"44992","1"
"44993","1"
"44995","149"
"44996","101"
"44997","101"
"44998","1"
"44999","101"
"45000","1"
"45001","101"
"45002","101"
"45003","1"
"45004","101"
"45005","101"
"45007","1"
"45008","143"
"45010","1"
"45011","101"
"45012","1"
"45013","101"
"45014","17"
"45015","1"
"45016","1"
"45017","1"
"45018","1"
"45019","101"
"45020","101"
"45021","11"
"45022","101"
"45024","1"
"45025","101"
"45026","145"
"45027","101"
"45028","101"
"45029","1"
"45030","101"
"45031","1"
"45032","101"
"45033","111"
"45034","101"
"45036","1"
"45037","1"
"45038","101"
"45039","101"
"45040","46"
"45041","38"
"45043","101"
"45044","101"
"45045","101"
"45046","101"
"45047","1"
"45050","3"
"45051","1"
"45053","1"
"45054","101"
"45055","101"
"45056","101"
"45057","101"
"45059","101"
"45060","1"
"45061","101"
"45062","121"
"45063","101"
"45064","1"
"45065","101"
"45066","123"
"45068","101"
"45069","101"
"45070","146"
"45071","151"
"45072","101"
"45073","1"
"45074","101"
"45076","101"
"45077","101"
"45078","1583"
"45079","101"
"45080","101"
"45082","101"
"45083","116"
"45084","1"
"45085","101"
"45086","103"
"45088","29"
"45089","101"
"45090","181"
"45091","1"
"45093","1"
"45094","1"
"45095","101"
"45096","1"
"45097","1"
"45098","1"
"45099","1"
"45101","101"
"45102","1"
"45103","101"
"45104","126"
"45105","1"
"45106","101"
"45107","1"
"45108","1"
"45109","101"
"45110","53"
"45111","101"
"45112","101"
"45113","101"
"45114","101"
"45115","101"
"45117","1"
"45118","1"
"45119","101"
"45120","108"
"45121","1"
"45122","1"
"45123","101"
"45124","133"
"45125","101"
"45126","1"
"45128","101"
"45129","101"
"45130","101"
"45131","1"
"45132","141"
"45133","1"
"45134","101"
"45135","1"
"45137","1"
"45138","1"
"45139","101"
"45140","174"
"45141","101"
"45142","1"
"45143","101"
"45144","1"
"45145","1"
"45146","22"
"45147","101"
"45149","111"
"45150","101"
"45152","101"
"45153","101"
"45154","101"
"45155","101"
"45156","101"
"45158","1"
"45159","75"
"45161","101"
"45162","101"
"45164","101"
"45166","101"
"45167","101"
"45168","1"
"45169","1"
"45171","26"
"45172","11"
"45173","101"
"45174","1"
"45175","101"
"45176","121"
"45177","1"
"45178","101"
"45179","101"
"45180","101"
"45181","1"
"45182","101"
"45183","95"
"45184","123"
"45185","101"
"45186","1"
"45187","1"
"45188","101"
"45189","121"
"45190","1"
"45191","101"
"45192","136"
"45194","1"
"45196","1"
"45197","101"
"45198","101"
"45199","1"
"45200","1"
"45201","101"
"45202","1"
"45203","101"
"45204","101"
"45205","101"
"45206","1"
"45208","101"
"45209","1"
"45210","1"
"45211","101"
"45212","101"
"45213","1"
"45214","101"
"45215","101"
"45216","1"
"45219","101"
"45220","101"
"45223","101"
"45224","6"
"45225","11"
"45226","72"
"45227","101"
"45228","1"
"45229","101"
"45230","3"
"45231","101"
"45232","13"
"45233","101"
"45234","16"
"45235","101"
"45236","101"
"45237","101"
"45238","123"
"45239","213"
"45240","1"
"45241","101"
"45242","1"
"45243","1"
"45244","101"
"45245","111"
"45246","1"
"45248","1"
"45249","1"
"45250","101"
"45251","101"
"45252","1"
"45253","25"
"45254","1"
"45255","101"
"45256","101"
"45257","101"
"45259","121"
"45260","101"
"45261","120"
"45262","313"
"45263","6"
"45264","101"
"45265","1"
"45266","101"
"45267","345"
"45268","101"
"45269","101"
"45270","101"
"45271","1"
"45272","101"
"45273","1"
"45274","101"
"45275","101"
"45276","1"
"45277","101"
"45278","1"
"45279","1"
"90713","101"
"90714","1"
"90715","1"
"90716","158"
"90717","1"
"90718","1"
"90721","101"
"90722","101"
"90723","101"
"90724","17"
"90726","1"
"90727","101"
"90728","1"
"90729","1"
"90730","101"
"90731","101"
"90732","1"
"90733","1"
"90734","1"
"90735","1"
"90736","1"
"90737","101"
"90738","1"
"90739","1"
"90740","1"
"90741","3"
"90742","26"
"90743","1"
"90744","106"
"90746","1"
"90747","101"
"90748","1"
"90749","101"
"90750","106"
"90751","1"
"90752","101"
"90753","16"
"90754","101"
"90755","1"
"90756","1"
"90757","186"
"90758","1"
"90759","3"
"90760","1"
"90761","1"
"90764","1"
"90765","1"
"90766","1"
"90767","1"
"90768","1"
"90769","1"
"90771","6"
"90772","3"
"90773","1"
"90774","101"
"90775","1"
"90776","101"
"90777","101"
"90778","1"
"90779","1"
"90781","113"
"90782","103"
"90783","101"
"90784","1"
"90785","1"
"90786","101"
"90788","1"
"90789","10"
"90790","1"
"90791","101"
"90792","1"
"90793","1"
"90794","46"
"90795","1"
"90796","1"
"90797","101"
"90798","101"
"90799","21"
"90800","3"
"90801","1"
"90802","1"
"90804","111"
"90805","1"
"90806","1"
"90807","101"
"90808","1"
"90809","8"
"90810","1"
"90811","1"
"90812","1"
"90813","101"
"90814","101"
"90815","1"
"90818","101"
"90819","1"
"90820","1"
"90822","1"
"90823","1"
"90825","101"
"90826","8"
"90827","1"
"90828","1"
"90829","101"
"90830","1"
"90831","1"
"90832","1"
"90834","101"
"90835","101"
"90836","1"
"90838","1"
"90839","41"
"90840","101"
"90842","1"
"90844","1"
"90845","6"
"90846","101"
"90847","1"
"90848","101"
"90849","11"
"90850","8"
"90851","101"
"90852","1"
"90854","111"
"90856","101"
"90857","1"
"90858","1"
"90859","3"
"90861","1"
"90862","1"
"90863","1"
"90865","1"
"90867","18"
"90868","1"
"90869","1"
"90870","1"
"90871","1"
"90872","1"
"90874","1"
"90876","1"
"90877","80"
"90878","108"
"90879","1"
"90880","521"
"90881","141"
"90882","1"
"90884","71"
"90885","1"
"90886","101"
"90887","101"
"90888","3"
"90890","101"
"90891","101"
"90892","1"
"90893","1"
"90894","1"
"90895","1"
"90896","1"
"90897","101"
"90899","1"
"90900","101"
"90901","101"
"90902","1"
"90903","1"
"90904","1"
"90905","26"
"90906","101"
"90907","1"
"90908","101"
"90909","1"
"90910","1"
"90912","1"
"90913","1"
"90914","1"
"90915","1"
"90916","6"
"90917","23"
"90918","1"
"90919","1"
"90920","1"
"90921","1"
"90922","101"
"90923","6"
"90924","1"
"90925","1"
"90926","101"
"90927","101"
"90928","21"
"90929","101"
"90930","101"
"90932","101"
"90933","101"
"90934","101"
"90935","1"
"90936","1"
"90937","1"
"90938","1"
"90939","101"
"90940","1"
"90941","101"
"90942","101"
"90943","1"
"90944","1"
"90945","1"
"90946","1"
"90947","1"
"90948","101"
"90949","1"
"90950","1"
"90953","1"
"90954","6"
"90955","41"
"90957","101"
"90958","1"
"90959","1"
"90960","11"
"90961","21"
"90962","1"
"90963","1"
"90964","1"
"90965","1"
"90966","1"
"90967","1"
"90968","101"
"90969","1"
"90970","1"
"90971","1"
"90972","1"
"90974","1"
"90975","1"
"90976","101"
"90977","101"
"90978","1"
"90979","1"
"90980","404"
"90981","1"
"90982","1"
"90983","1"
"90984","1"
"90985","1"
"90986","101"
"90990","1"
"90991","50"
"90992","1"
"90993","101"
"90994","5"
"90995","1"
"90996","1"
"90997","11"
"90998","10"
"90999","111"
"91000","126"
"91001","1"
"91002","1"
"91003","1"
"91004","101"
"91005","101"
"91006","1"
"91007","108"
"91008","16"
"91009","101"
"91010","1"
"91011","6"
